trade,scope_category,labor_hours,labor_rate,labor_cost,labor_burden_pct,material_cost,markup_pct,total_cost,is_anomaly,anomaly_type
steel,code_compliance,571.6,90.36,51649.78,0.333,3039.96,0.0937,59814.17,1,unrealistic_hours
hvac,owner_directive,55.7,94.3,5249.66,0.335,5015.05,0.4566,14951.58,1,inflated_markup
steel,design_error,83.8,93.63,7841.73,0.281,17482.53,0.1192,28341.86,0,none
plumbing,unforeseen_condition,12.9,71.61,925.61,0.298,801.4,0.1398,1968.52,0,none
concrete,value_engineering,17.4,71.59,1246.59,0.347,1057.59,0.707,3933.24,1,inflated_markup
steel,owner_directive,90.7,91.49,8297.82,0.311,11225.46,0.0627,20747.93,0,none
hvac,design_error,11.5,85.66,988.47,0.333,834.48,0.1188,2039.5,0,none
steel,owner_directive,13.4,90.81,1220.36,0.291,2304.69,0.108,3905.62,0,none
plumbing,value_engineering,5.1,91.44,470.52,0.324,2724.58,0.1343,3624.2,1,material_cost_spike
steel,owner_directive,66.5,91.37,6074.97,0.305,16747.17,0.0709,24441.01,0,none
steel,value_engineering,69.4,103.81,7207.31,0.309,12307.64,0.0517,20522.92,0,none
hvac,design_error,40.0,104.62,4182.24,0.35,5846.34,0.1412,11444.14,0,none
hvac,owner_directive,42.6,90.45,3849.05,0.345,5801.99,0.1136,10747.02,0,none
plumbing,code_compliance,19.9,78.31,1557.67,0.328,1097.08,0.1432,3034.81,0,none
steel,code_compliance,93.2,91.34,8513.72,0.319,15340.15,0.0549,25162.83,0,none
plumbing,design_error,6.0,78.07,468.12,0.298,530.35,0.1443,1142.59,0,none
plumbing,value_engineering,5.2,75.64,390.05,0.336,361.11,0.1367,853.86,0,none
drywall,unforeseen_condition,29.4,57.73,1696.92,0.327,818.42,0.1295,2841.1,0,none
hvac,owner_directive,38.7,93.94,3635.59,0.301,5168.07,0.0922,9615.58,0,none
drywall,unforeseen_condition,15.0,55.16,827.88,0.326,282.8,0.0893,1209.9,0,none
mechanical,code_compliance,49.3,92.3,4554.74,0.335,4306.52,0.4113,12505.9,1,inflated_markup
mechanical,code_compliance,31.7,76.42,2420.87,0.348,1822.88,0.0987,4662.48,0,none
concrete,unforeseen_condition,27.5,71.0,1954.22,0.296,2371.22,0.0976,4747.64,0,none
drywall,unforeseen_condition,17.4,63.39,1105.11,0.348,427.76,0.1021,1689.44,0,none
concrete,code_compliance,553.7,71.76,39733.51,0.349,3267.15,0.0601,45585.0,1,unrealistic_hours
drywall,owner_directive,21.7,62.45,1357.53,0.281,630.75,0.1016,2190.27,0,none
hvac,value_engineering,23.0,104.7,2404.67,0.335,3406.45,0.1491,6677.63,0,none
plumbing,unforeseen_condition,462.6,70.22,32483.77,0.32,2327.58,0.0908,37972.22,1,unrealistic_hours
drywall,unforeseen_condition,573.0,47.48,27206.04,0.309,733.66,0.0851,30317.37,1,unrealistic_hours
hvac,design_error,16.8,98.49,1656.67,0.285,2577.37,0.0887,4609.47,0,none
drywall,value_engineering,55.4,54.98,3047.65,0.305,1282.45,0.098,4754.39,0,none
hvac,value_engineering,24.3,89.29,2167.51,0.322,3391.9,0.1485,6385.14,0,none
hvac,owner_directive,53.6,93.56,5012.84,0.315,6572.75,0.111,12871.75,0,none
drywall,owner_directive,15.5,46.05,715.83,0.347,524.77,0.1194,1388.74,0,none
hvac,value_engineering,37.9,94.22,3575.42,0.343,6349.89,0.1227,11142.89,0,none
concrete,unforeseen_condition,56.9,70.61,4018.69,0.326,4386.53,0.0528,8849.32,0,none
general,owner_directive,23.1,69.62,1608.41,0.305,454.95,0.1568,2386.85,0,none
concrete,code_compliance,65.0,189.19,12297.35,0.319,3262.27,0.0984,17090.69,1,labor_rate_spike
steel,design_error,16.2,86.23,1397.23,0.339,1509.61,0.0573,3073.39,0,none
steel,unforeseen_condition,29.6,89.68,2654.21,0.287,2870.51,0.0901,6022.72,0,none
steel,design_error,72.2,103.05,7437.99,0.341,9283.17,0.093,18276.64,0,none
steel,code_compliance,25.0,90.58,2260.65,0.84,6518.28,0.0679,9375.1,1,labor_burden_inflation
steel,owner_directive,55.3,76.0,4199.37,0.333,5764.09,0.0626,10587.51,0,none
hvac,unforeseen_condition,48.2,100.04,4822.35,0.312,4071.26,0.1123,9892.35,0,none
hvac,owner_directive,32.3,81.68,2639.26,0.303,3535.72,0.1022,6805.95,0,none
mechanical,design_error,46.5,97.04,4515.65,0.303,4039.17,0.1222,9600.43,0,none
electrical,code_compliance,18.2,72.98,1331.82,0.34,4729.66,0.132,6861.6,1,material_cost_spike
mechanical,owner_directive,40.8,88.98,3630.36,0.331,4526.82,0.1033,9000.13,0,none
drywall,value_engineering,35.2,53.53,1886.64,0.312,1181.26,0.1243,3449.34,0,none
drywall,code_compliance,23.0,60.54,1392.92,0.292,549.14,0.0828,2102.89,0,none
mechanical,design_error,30.1,82.94,2495.04,0.293,1860.46,0.1225,4889.12,0,none
general,design_error,32.8,206.09,6759.75,0.323,1273.06,0.1678,9380.72,1,labor_rate_spike
drywall,design_error,55.1,69.28,3818.42,0.291,1975.78,0.1345,6573.65,0,none
electrical,unforeseen_condition,36.1,87.16,3150.69,0.309,2207.5,0.1171,5985.82,0,none
plumbing,value_engineering,45.1,83.28,3757.05,0.298,2151.98,0.0968,6481.13,0,none
hvac,value_engineering,416.3,104.92,43678.2,0.328,6779.05,0.105,55755.26,1,unrealistic_hours
general,owner_directive,16.9,66.78,1129.31,0.303,378.11,0.1236,1693.78,0,none
general,unforeseen_condition,30.3,54.23,1641.06,0.32,539.79,0.1274,2458.69,0,none
plumbing,unforeseen_condition,39.4,72.1,2842.22,0.304,2397.31,0.1492,6021.24,0,none
general,owner_directive,18.0,52.89,951.53,0.327,249.05,0.1734,1408.78,0,none
general,value_engineering,27.8,68.43,1905.03,0.311,853.58,0.1705,3229.04,0,none
plumbing,unforeseen_condition,464.9,93.83,43621.57,0.325,1211.73,0.0881,48783.11,1,unrealistic_hours
general,value_engineering,10.7,53.65,572.31,0.296,181.61,0.1191,843.7,0,none
plumbing,code_compliance,5.4,77.61,417.73,0.32,186.86,0.1467,693.29,0,none
concrete,value_engineering,78.2,69.54,5440.38,0.28,7840.66,0.0796,14338.71,0,none
electrical,value_engineering,38.4,72.56,2784.68,0.293,2023.44,0.1032,5304.41,0,none
concrete,value_engineering,15.9,75.29,1197.04,0.304,904.65,0.0916,2294.23,0,none
mechanical,owner_directive,40.9,82.99,3395.69,0.331,2438.65,0.1069,6457.96,0,none
drywall,value_engineering,35.7,65.15,2326.65,0.347,811.88,0.1243,3528.71,0,none
electrical,value_engineering,356.4,81.92,29196.29,0.314,1541.09,0.1064,34007.84,1,unrealistic_hours
plumbing,value_engineering,7.3,84.98,620.3,0.344,343.93,0.1452,1104.25,0,none
steel,unforeseen_condition,69.5,76.08,5284.77,0.32,6907.2,0.0591,12912.05,0,none
concrete,design_error,44.7,55.06,2462.3,0.602,4209.86,0.1104,7409.09,1,labor_burden_inflation
concrete,design_error,34.0,78.71,2676.89,0.319,3014.53,0.1045,6286.38,0,none
steel,code_compliance,67.6,100.45,6793.96,0.335,7319.54,0.5839,22354.37,1,inflated_markup
steel,code_compliance,81.9,79.36,6497.06,0.335,16231.21,0.0837,24631.69,0,none
hvac,owner_directive,21.7,75.24,1631.86,0.314,3338.93,0.6329,8116.8,1,inflated_markup
general,design_error,28.0,74.27,2081.72,0.299,1355.64,0.1666,4010.02,0,none
drywall,code_compliance,27.5,52.24,1437.53,0.297,1033.03,0.1107,2744.0,0,none
drywall,value_engineering,57.8,51.97,3002.63,0.3,1159.38,0.1206,4663.9,0,none
mechanical,value_engineering,14.8,91.99,1358.52,0.291,894.74,0.1312,2548.8,0,none
electrical,owner_directive,37.8,76.51,2895.6,0.306,2601.27,0.1407,6270.47,0,none
steel,value_engineering,46.8,99.93,4675.82,0.348,9631.87,0.064,15223.4,0,none
electrical,owner_directive,26.1,83.15,2170.77,0.311,1657.6,0.0864,4159.26,0,none
mechanical,unforeseen_condition,19.7,80.43,1584.33,0.337,1104.8,0.087,2923.03,0,none
drywall,design_error,50.0,63.06,3153.76,0.304,2290.42,0.0854,5909.17,0,none
drywall,design_error,26.0,57.46,1493.11,0.312,1040.91,0.1024,2793.59,0,none
electrical,value_engineering,33.8,360.1,12171.38,0.291,1956.96,0.1069,15638.66,1,labor_rate_spike
concrete,owner_directive,37.4,74.08,2770.41,0.296,3983.59,0.1133,7518.9,0,none
drywall,code_compliance,33.2,64.31,2132.58,0.669,868.71,0.1058,3318.92,1,labor_burden_inflation
electrical,owner_directive,39.3,89.0,3498.8,0.329,3991.79,0.1316,8476.23,0,none
plumbing,unforeseen_condition,15.9,87.28,1388.97,0.337,1537.75,0.1101,3248.82,0,none
electrical,owner_directive,14.2,68.07,963.61,0.308,457.8,0.1479,1631.7,0,none
hvac,code_compliance,52.3,85.07,4448.12,0.316,9527.68,0.1473,16035.05,0,none
general,design_error,14.2,50.38,716.13,0.312,288.71,0.1507,1156.28,0,none
plumbing,unforeseen_condition,4.3,74.59,321.81,0.296,229.95,0.128,622.38,0,none
electrical,code_compliance,10.9,74.42,812.44,0.302,711.19,0.1202,1706.8,0,none
electrical,owner_directive,20.9,67.53,1410.54,0.314,4257.73,0.1036,6255.5,1,material_cost_spike
concrete,code_compliance,20.4,69.88,1425.07,0.31,2440.9,0.0548,4077.76,0,none
hvac,owner_directive,48.1,79.28,3811.98,0.3,4295.41,0.1075,8978.71,0,none
electrical,design_error,18.3,71.24,1301.94,0.326,634.91,0.0822,2096.11,0,none
electrical,design_error,10.4,75.94,792.16,0.886,491.46,0.1466,1471.78,1,labor_burden_inflation
steel,owner_directive,67.8,100.56,6813.74,0.309,8128.94,0.0611,15855.81,0,none
hvac,design_error,77.7,85.04,6604.61,0.308,7727.97,0.0898,15619.5,0,none
hvac,code_compliance,57.7,75.46,4353.6,0.332,3932.31,0.0881,9015.73,0,none
concrete,owner_directive,18.8,71.15,1340.77,0.331,2314.17,0.0768,3935.69,0,none
plumbing,unforeseen_condition,32.9,91.16,3001.15,0.315,2813.2,0.1337,6591.97,0,none
steel,value_engineering,93.6,85.5,8003.19,0.308,8255.24,0.4919,24255.95,1,inflated_markup
mechanical,unforeseen_condition,25.0,225.01,5625.25,0.29,1330.31,0.1181,7777.01,1,labor_rate_spike
concrete,owner_directive,431.8,64.8,27980.64,0.296,3179.54,0.1095,34572.22,1,unrealistic_hours
steel,value_engineering,40.3,85.15,3434.5,0.29,3543.6,0.0606,7401.31,0,none
electrical,code_compliance,24.1,70.61,1698.86,0.312,1458.29,0.1429,3608.3,0,none
general,owner_directive,19.9,54.1,1078.31,0.314,459.42,0.125,1729.9,0,none
drywall,owner_directive,21.6,58.2,1256.12,0.349,883.53,0.1003,2354.27,0,none
plumbing,owner_directive,19.9,93.02,1848.33,0.309,844.78,0.0943,2947.06,0,none
hvac,owner_directive,78.8,83.72,6599.67,0.35,14701.87,0.1024,23483.54,0,none
drywall,owner_directive,46.5,47.28,2198.69,0.282,876.93,0.106,3401.73,0,none
hvac,code_compliance,11.7,94.25,1101.13,0.307,1459.93,0.0988,2814.0,0,none
electrical,code_compliance,9.5,65.43,623.05,0.316,424.6,0.0848,1136.49,0,none
hvac,owner_directive,32.6,91.64,2983.35,0.284,6654.86,0.1183,10778.6,0,none
hvac,unforeseen_condition,57.7,95.18,5493.28,0.309,4707.42,0.1037,11258.64,0,none
general,unforeseen_condition,35.6,64.49,2294.41,0.281,1368.14,0.1361,4160.97,0,none
electrical,value_engineering,12.8,85.75,1097.33,0.29,1033.17,0.1465,2442.71,0,none
concrete,code_compliance,34.6,75.18,2603.32,0.284,3078.52,0.1056,6281.62,0,none
drywall,value_engineering,388.8,70.0,27216.0,0.286,2490.56,0.1141,33096.08,1,unrealistic_hours
steel,unforeseen_condition,69.7,80.61,5619.5,0.3,9136.34,0.6498,24344.18,1,inflated_markup
drywall,owner_directive,389.8,62.81,24483.34,0.303,1348.18,0.1096,28662.65,1,unrealistic_hours
electrical,code_compliance,17.2,76.75,1316.66,0.343,1016.6,0.147,2676.25,0,none
electrical,code_compliance,15.2,78.02,1185.59,0.299,1331.65,0.1085,2790.3,0,none
steel,owner_directive,71.6,81.05,5804.24,0.28,6337.69,0.0597,12867.02,0,none
general,unforeseen_condition,38.2,72.72,2778.37,0.297,945.14,0.1603,4320.53,0,none
steel,value_engineering,95.0,88.89,8445.5,0.348,11665.34,0.1128,22379.18,0,none
electrical,unforeseen_condition,17.4,72.13,1257.67,0.322,697.72,0.0851,2121.84,0,none
steel,code_compliance,60.4,104.18,6294.36,0.323,8125.43,0.0661,15373.02,0,none
steel,code_compliance,74.7,93.39,6978.49,0.328,13588.88,0.0864,22344.03,0,none
plumbing,code_compliance,27.1,94.62,2564.62,0.313,2983.71,0.1154,6188.34,0,none
drywall,unforeseen_condition,6.5,62.46,408.33,0.349,288.67,0.5228,1061.39,1,inflated_markup
drywall,code_compliance,30.6,48.72,1492.71,0.285,725.82,0.13,2506.93,0,none
drywall,design_error,22.1,47.51,1049.38,0.291,728.04,0.1055,1964.96,0,none
drywall,code_compliance,21.5,69.4,1489.12,0.282,749.35,0.1255,2519.37,0,none
electrical,owner_directive,210.9,92.54,19516.69,0.306,971.36,0.1043,22624.95,1,unrealistic_hours
mechanical,code_compliance,53.4,71.14,3797.76,0.347,2797.85,0.1498,7583.6,0,none
hvac,code_compliance,30.3,86.62,2624.1,0.319,2214.42,0.0905,5276.42,0,none
hvac,owner_directive,50.8,278.51,14148.31,0.334,11425.57,0.1134,28473.96,1,labor_rate_spike
plumbing,owner_directive,5.5,81.7,451.76,0.342,254.41,0.0908,770.3,0,none
steel,design_error,23.2,81.12,1881.46,0.339,3718.42,0.0891,6098.64,0,none
hvac,code_compliance,79.3,83.98,6659.69,0.311,10337.21,0.0969,18644.69,0,none
drywall,design_error,46.8,64.43,3016.02,0.331,15081.71,0.0954,19824.25,1,material_cost_spike
general,design_error,27.3,63.85,1743.59,0.281,629.82,0.1129,2641.39,0,none
drywall,unforeseen_condition,53.5,56.81,3040.79,0.323,1261.09,0.1274,4850.14,0,none
general,design_error,14.4,53.78,776.0,0.332,253.94,0.1739,1209.04,0,none
concrete,unforeseen_condition,25.8,74.94,1933.25,0.305,2658.43,0.1068,5082.29,0,none
general,design_error,11.5,57.02,652.94,0.281,284.27,0.1004,1031.35,0,none
steel,code_compliance,80.8,104.33,8429.89,0.28,18982.89,0.11,30428.84,0,none
electrical,value_engineering,30.7,76.2,2342.79,0.308,1714.06,0.1101,4503.57,0,none
steel,value_engineering,45.5,97.93,4460.43,0.303,8757.41,0.1031,14580.64,0,none
drywall,unforeseen_condition,30.6,69.21,2117.6,0.341,1507.83,0.1483,4162.92,0,none
general,design_error,4.3,59.45,255.16,0.314,64.53,0.1368,363.43,0,none
mechanical,owner_directive,45.1,85.76,3871.69,0.304,3285.01,0.1241,8044.86,0,none
drywall,unforeseen_condition,29.7,58.78,1743.48,0.282,1251.35,0.0912,3268.1,0,none
plumbing,value_engineering,28.5,71.22,2029.74,0.343,2387.83,0.0877,4804.83,0,none
drywall,design_error,9.1,53.31,482.77,0.325,232.22,0.1461,819.45,0,none
drywall,value_engineering,53.8,52.01,2797.93,0.34,1014.23,0.1224,4278.71,0,none
steel,owner_directive,35.3,86.35,3046.09,0.324,6069.29,0.1187,10196.99,0,none
general,code_compliance,25.2,70.45,1772.3,0.304,592.14,0.1163,2639.42,0,none
electrical,owner_directive,18.2,325.84,5930.29,0.349,1860.65,0.1379,8865.31,1,labor_rate_spike
drywall,owner_directive,26.1,61.45,1604.43,0.607,1021.92,0.0978,2883.22,1,labor_burden_inflation
mechanical,owner_directive,44.8,93.37,4185.7,0.321,3774.82,0.0829,8620.32,0,none
general,owner_directive,17.6,61.88,1088.77,0.349,4433.73,0.168,6450.28,1,material_cost_spike
electrical,design_error,32.0,69.91,2234.79,0.301,2374.73,0.1422,5265.2,0,none
general,code_compliance,10.5,74.64,785.71,0.283,401.64,0.1065,1313.75,0,none
general,value_engineering,34.2,64.67,2209.84,0.335,987.32,0.1591,3705.68,0,none
steel,unforeseen_condition,20.3,104.03,2115.99,0.342,3847.59,0.0984,6550.6,0,none
concrete,code_compliance,43.9,76.32,3346.73,0.903,3197.04,0.0881,7120.26,1,labor_burden_inflation
general,owner_directive,34.7,63.31,2195.85,0.349,805.66,0.1268,3382.18,0,none
hvac,code_compliance,70.0,96.34,6740.03,0.326,14581.84,0.1349,24198.72,0,none
hvac,value_engineering,44.0,84.94,3739.9,0.283,3104.32,0.1433,7824.81,0,none
drywall,owner_directive,56.1,56.68,3177.55,0.326,13978.03,0.1456,19653.43,1,material_cost_spike
mechanical,code_compliance,55.2,96.91,5350.94,0.314,7522.44,0.1472,14768.23,0,none
hvac,value_engineering,59.0,84.01,4958.7,0.346,4499.03,0.1113,10510.22,0,none
steel,unforeseen_condition,70.0,104.49,7315.5,0.316,8196.86,0.3924,21599.41,1,inflated_markup
mechanical,design_error,7.7,90.86,702.7,0.294,695.49,0.1043,1544.0,0,none
electrical,unforeseen_condition,13.8,76.74,1060.98,0.34,765.68,0.0831,1978.47,0,none
drywall,owner_directive,29.0,52.43,1522.16,0.331,613.28,0.0878,2322.87,0,none
electrical,code_compliance,17.1,90.45,1544.7,0.324,1535.36,0.1459,3529.35,0,none
general,owner_directive,32.7,50.97,1664.78,0.295,450.21,0.1755,2486.07,0,none
hvac,code_compliance,36.7,79.89,2931.84,0.339,2605.23,0.1169,6184.21,0,none
general,design_error,8.5,51.39,434.86,0.301,186.23,0.127,699.94,0,none
mechanical,value_engineering,26.6,73.36,1949.84,0.348,2322.75,0.1092,4739.22,0,none
hvac,code_compliance,68.4,90.08,6165.3,0.292,9753.71,0.1231,17877.93,0,none
hvac,unforeseen_condition,69.1,97.08,6704.65,0.325,6206.15,0.1414,14735.76,0,none
concrete,design_error,28.9,67.42,1948.05,0.334,2832.79,0.0593,5064.21,0,none
hvac,owner_directive,78.8,78.13,6153.11,0.346,12217.77,0.1282,20725.16,0,none
steel,design_error,31.7,79.75,2524.19,0.337,6748.89,0.7697,16410.57,1,inflated_markup
mechanical,owner_directive,33.1,99.08,3283.51,0.348,2133.99,0.1261,6100.67,0,none
plumbing,value_engineering,18.1,85.38,1544.33,0.31,1294.38,0.1169,3170.54,0,none
mechanical,design_error,22.8,73.56,1674.18,0.295,939.32,0.3704,3581.54,1,inflated_markup
electrical,design_error,25.1,73.47,1841.93,0.289,1054.66,0.1454,3317.69,0,none
steel,code_compliance,49.0,104.96,5140.45,0.323,10712.49,0.0628,16848.3,0,none
hvac,value_engineering,74.0,90.14,6668.87,0.29,10301.17,0.1388,19325.89,0,none
drywall,value_engineering,51.3,65.79,3372.14,0.324,2407.74,0.0907,6304.0,0,none
mechanical,value_engineering,21.5,79.98,1718.92,0.344,7751.43,0.1454,10847.34,1,material_cost_spike
general,unforeseen_condition,26.8,61.08,1635.53,0.334,971.21,0.1064,2884.06,0,none
hvac,design_error,19.3,383.65,7404.44,0.293,3386.05,0.1157,12038.95,1,labor_rate_spike
steel,design_error,16.2,87.14,1407.4,0.31,3221.29,0.07,4952.71,0,none
hvac,design_error,72.5,87.18,6324.84,0.288,23395.53,0.1046,32829.12,1,material_cost_spike
general,design_error,22.5,56.61,1274.1,0.325,584.89,0.1741,2182.57,0,none
mechanical,value_engineering,38.5,71.96,2773.64,0.337,13895.22,0.0871,18120.72,1,material_cost_spike
mechanical,value_engineering,33.2,86.26,2863.81,0.314,2057.26,0.0851,5339.67,0,none
plumbing,owner_directive,28.0,86.59,2424.15,0.344,1251.35,0.1175,4107.25,0,none
hvac,code_compliance,50.7,83.22,4219.24,0.297,5645.87,0.0893,10746.4,0,none
drywall,design_error,19.3,45.49,875.75,0.311,539.02,0.0843,1534.0,0,none
general,design_error,13.0,70.45,914.88,0.294,576.25,0.1742,1750.87,0,none
electrical,owner_directive,388.2,92.94,36079.31,0.337,2751.68,0.1355,44092.59,1,unrealistic_hours
electrical,owner_directive,23.6,92.9,2194.52,0.287,1910.2,0.1432,4692.64,0,none
drywall,design_error,36.8,68.56,2523.45,0.792,990.28,0.0909,3833.09,1,labor_burden_inflation
mechanical,owner_directive,23.9,334.17,7986.66,0.325,3008.28,0.1462,12602.4,1,labor_rate_spike
hvac,value_engineering,21.6,81.77,1768.04,0.32,2699.25,0.1346,5068.4,0,none
steel,code_compliance,60.7,103.27,6267.83,0.296,9260.21,0.0511,16321.8,0,none
mechanical,value_engineering,24.4,87.49,2138.29,0.304,7799.44,0.1492,11420.44,1,material_cost_spike
electrical,owner_directive,8.0,86.32,689.87,0.343,479.08,0.0941,1278.97,0,none
plumbing,design_error,4.3,91.52,395.34,0.296,295.44,0.1092,766.22,0,none
electrical,design_error,9.0,77.93,700.14,0.288,830.69,0.0891,1667.18,0,none
plumbing,owner_directive,26.6,76.55,2035.81,0.337,1384.62,0.1004,3763.8,0,none
hvac,code_compliance,59.5,86.36,5135.73,0.287,6068.59,0.0959,12279.29,0,none
concrete,owner_directive,689.8,77.86,53707.83,0.298,1042.13,0.0577,57909.03,1,unrealistic_hours
electrical,design_error,34.8,84.79,2953.76,0.349,1383.06,0.1124,4824.27,0,none
hvac,design_error,13.5,398.91,5385.29,0.309,1065.14,0.1386,7344.46,1,labor_rate_spike
concrete,unforeseen_condition,46.3,58.48,2709.68,0.343,2739.92,0.0743,5854.58,0,none
electrical,owner_directive,22.8,90.26,2053.84,0.333,1720.88,0.0862,4100.26,0,none
mechanical,design_error,350.7,98.48,34536.94,0.283,2219.84,0.1312,41579.27,1,unrealistic_hours
electrical,design_error,8.4,81.27,685.81,0.302,2196.13,0.1368,3276.19,1,material_cost_spike
mechanical,value_engineering,48.9,79.69,3899.97,0.285,2797.65,0.1107,7439.23,0,none
concrete,value_engineering,39.9,79.09,3159.4,0.318,4714.92,0.0509,8275.35,0,none
steel,code_compliance,95.9,95.04,9111.68,0.334,12705.56,0.0785,23530.67,0,none
drywall,design_error,26.2,51.59,1353.09,0.306,1048.94,0.1046,2653.38,0,none
general,design_error,14.6,59.87,872.07,0.33,221.87,0.1159,1220.73,0,none
concrete,unforeseen_condition,57.8,70.14,4055.23,0.32,3987.15,0.1108,8933.77,0,none
plumbing,unforeseen_condition,327.5,82.09,26884.48,0.314,1020.46,0.1362,31705.59,1,unrealistic_hours
hvac,code_compliance,455.6,99.88,45505.33,0.284,2271.54,0.1383,54384.41,1,unrealistic_hours
concrete,design_error,26.4,55.55,1466.19,0.314,7871.46,0.1162,10422.68,1,material_cost_spike
steel,code_compliance,92.3,95.56,8821.96,0.3,15367.24,0.0852,26250.69,0,none
electrical,unforeseen_condition,32.7,80.43,2633.73,0.281,3105.84,0.0906,6259.5,0,none
steel,design_error,44.1,78.67,3467.19,0.314,19385.59,0.0753,24573.59,1,material_cost_spike
electrical,value_engineering,33.3,92.33,3072.01,0.344,1853.27,0.1211,5521.56,0,none
drywall,design_error,29.7,45.35,1346.01,0.335,881.66,0.1484,2558.3,0,none
general,code_compliance,38.7,63.75,2465.32,0.292,707.35,0.1392,3614.41,0,none
electrical,value_engineering,38.1,77.01,2933.92,0.314,1969.15,0.134,5560.21,0,none
drywall,code_compliance,6.4,64.9,417.63,0.33,300.57,0.1468,823.65,0,none
electrical,unforeseen_condition,21.6,68.29,1477.51,0.337,963.33,0.1286,2754.84,0,none
drywall,unforeseen_condition,40.0,62.81,2509.71,0.307,1172.3,0.1171,4113.07,0,none
general,value_engineering,15.4,50.78,779.59,0.293,264.72,0.176,1228.08,0,none
concrete,value_engineering,49.6,78.52,3896.36,0.338,5878.7,0.0841,10596.7,0,none
electrical,owner_directive,39.8,74.32,2957.7,0.342,1326.2,0.0914,4675.27,0,none
general,design_error,26.6,54.51,1448.25,0.308,707.76,0.1619,2505.14,0,none
hvac,value_engineering,33.0,102.33,3374.9,0.319,3059.8,0.0963,7054.36,0,none
drywall,code_compliance,23.8,63.87,1522.51,0.304,8670.67,0.099,11202.3,1,material_cost_spike
hvac,design_error,10.6,82.6,871.81,0.964,1684.85,0.1428,2921.63,1,labor_burden_inflation
mechanical,owner_directive,10.8,86.6,933.31,0.326,1062.54,0.1221,2239.62,0,none
plumbing,owner_directive,15.2,84.35,1282.09,0.283,891.36,0.1073,2406.73,0,none
hvac,design_error,41.4,79.92,3306.31,0.314,4988.77,0.1143,9242.88,0,none
general,value_engineering,38.3,74.71,2859.49,0.336,1300.69,0.1559,4808.8,0,none
concrete,code_compliance,65.3,72.44,4733.73,0.334,5023.25,0.1089,10819.97,0,none
steel,owner_directive,56.2,92.98,5228.55,0.315,6989.01,0.0505,12833.97,0,none
steel,design_error,84.0,98.95,8313.7,0.31,20794.94,0.1142,32431.81,0,none
steel,owner_directive,96.8,77.88,7538.14,0.284,19720.4,0.4859,40503.46,1,inflated_markup
drywall,value_engineering,445.1,66.62,29652.56,0.309,792.69,0.1193,34077.37,1,unrealistic_hours
plumbing,owner_directive,495.0,82.33,40753.35,0.332,2425.5,0.1417,49297.29,1,unrealistic_hours
electrical,code_compliance,6.7,73.45,488.63,0.286,562.99,0.1146,1172.12,0,none
drywall,design_error,35.1,58.05,2039.1,0.28,1115.2,0.0806,3408.58,0,none
hvac,value_engineering,52.9,85.5,4525.26,0.301,23668.33,0.0904,30742.29,1,material_cost_spike
steel,owner_directive,67.7,87.83,5946.21,0.31,16783.35,0.1088,25201.94,0,none
plumbing,code_compliance,32.8,71.62,2348.71,0.295,1593.48,0.1236,4429.35,0,none
hvac,code_compliance,60.3,99.52,5999.93,0.288,8025.01,0.1402,15991.29,0,none
mechanical,code_compliance,11.8,71.89,850.08,0.304,893.89,0.1019,1921.64,0,none
steel,design_error,44.0,97.23,4281.19,0.72,12009.19,0.0794,17583.39,1,labor_burden_inflation
general,design_error,6.0,50.37,301.32,0.343,103.91,0.1552,468.11,0,none
electrical,code_compliance,37.9,83.02,3144.03,0.32,3229.56,0.1267,7181.04,0,none
plumbing,code_compliance,29.2,87.23,2545.09,0.34,10678.84,0.1386,15056.77,1,material_cost_spike
hvac,value_engineering,21.7,88.99,1928.8,0.305,3220.63,0.119,5761.96,0,none
hvac,value_engineering,42.1,227.48,9576.91,0.283,5375.95,0.1294,16887.76,1,labor_rate_spike
electrical,unforeseen_condition,347.3,72.58,25207.03,0.294,831.45,0.1448,29808.85,1,unrealistic_hours
general,design_error,26.3,51.15,1347.66,0.321,497.14,0.1167,2060.15,0,none
electrical,value_engineering,22.7,67.82,1539.95,0.301,1073.92,0.6095,4207.02,1,inflated_markup
mechanical,unforeseen_condition,28.1,77.43,2173.4,0.288,1997.67,0.1322,4722.6,0,none
concrete,unforeseen_condition,60.4,70.34,4249.02,0.295,7074.64,0.7626,19959.08,1,inflated_markup
general,design_error,12.5,280.48,3506.0,0.336,251.6,0.14,4283.66,1,labor_rate_spike
mechanical,value_engineering,49.4,99.84,4929.48,0.343,5218.76,0.1427,11596.21,0,none
hvac,value_engineering,509.1,84.26,42896.77,0.313,1390.89,0.1441,50669.51,1,unrealistic_hours
drywall,code_compliance,511.1,66.16,33814.38,0.34,1169.3,0.1334,39650.5,1,unrealistic_hours
electrical,code_compliance,33.4,75.13,2508.02,0.863,1149.11,0.1033,4034.73,1,labor_burden_inflation
concrete,design_error,12.5,61.05,764.28,0.294,592.4,0.0603,1438.43,0,none
hvac,value_engineering,29.8,86.91,2593.54,0.314,4389.37,0.0839,7568.71,0,none
mechanical,unforeseen_condition,466.1,89.81,41860.44,0.284,1738.44,0.0922,47618.7,1,unrealistic_hours
mechanical,owner_directive,40.5,86.16,3488.1,0.325,3591.57,0.6629,11772.78,1,inflated_markup
concrete,code_compliance,64.2,74.6,4791.19,0.321,8221.13,0.1193,14564.63,0,none
